"","words","term.freq","doc.freq"
"1291","massacre",9,9
"1292","crawling",1,1
"1293","stairs",2,2
"1294","inexpressibly",1,1
"1295","shocked",2,2
"1296","beloved",3,3
"1297","breathlessâ",1,1
"1298","neighbouring",10,10
"1299","recover",2,2
"1300","remarkable",9,9
"1301","house.â",1,1
"1302","troublesome",3,3
"1303","extirpate",3,3
"1304","spies",3,3
"1305","horses",19,14
"1306","pittsburgh",12,7
"1307","mouth",11,9
"1308","sandy",1,1
"1309","creek",11,11
"1310","kanawa",1,1
"1311","englanders",0,0
"1312","forming",10,9
"1313","mighty",1,1
"1314","contests",1,1
"1315","trivial",2,2
"1316","things;that",1,1
"1317","revolution",7,5
"1318","france",31,23
"1319","admit",6,6
"1320","doubt",55,40
"1321","originated",4,4
"1322","adams",6,3
"1323","insignificant",1,1
"1324","bostonian",1,1
"1325","expectation",7,7
"1326","independence",17,14
"1327","fomented",1,1
"1328","opposition",14,11
"1329","stamp-act",1,1
"1330","wisdom",10,8
"1331","foreseen",2,2
"1332","subsequent",1,1
"1333","folly",3,3
"1334","imprudence",2,2
"1335","obsequious",1,1
"1336","totally",12,10
"1337","destitute",7,7
"1338","sense",5,4
"1339","ignorant",14,12
"1340","princple",1,1
"1341","sound",17,15
"1342","policy",14,13
"1343","beheld",2,2
"1344","sagacity",3,3
"1345","avail",1,1
"1346","despicable",1,1
"1347","policies.â",1,1
"1348","fortunately",9,9
"1349","generals",5,4
"1350","abilities",4,3
"1351","minister",25,13
"1352","facility",5,5
"1353","acquired",6,6
"1354","blunders",1,1
"1355","miserable",12,12
"1356","conduct",42,37
"1357","sufficient",32,26
"1358","emancipate",1,1
"1359","weakeness",1,1
"1360","depended",2,2
"1361","franklin",8,7
"1362","driven",10,9
"1363","paris",7,4
"1364","fatal-philippic",1,1
"1365","lawyer",1,1
"1366","chain",5,4
"1367","concurrent",1,1
"1368","hath",4,2
"1369","overturned",2,2
"1370","monarch",4,3
"1371","possessed",10,10
"1372","sagacityâ",1,1
"1373","corporal",2,2
"1374","civility",2,2
"1375","remained",18,15
"1376","colony",173,80
"1377","absolute",5,4
"1378","ephraim",1,1
"1379","daniel",3,3
"1380","baker's-row",1,1
"1381","mileend",1,1
"1382","holland",19,15
"1383","week:sir",1,1
"1384","desires",3,3
"1385","unfortunate",23,23
"1386","relation",3,3
"1387","february",16,15
"1388","jackson",9,8
"1389","teach",2,2
"1390","write",6,6
"1391","improved",13,11
"1392","ahve",1,1
"1393","person",68,49
"1394","habitation",3,3
"1395","wearing",10,10
"1396","apparel",5,4
"1397","wanting",11,11
"1398","business",25,21
"1399","dutch",16,10
"1400","batavia",5,4
"1401","grounds",8,7
"1402","makes",15,14
"1403","convenient",7,7
"1404","fleet",18,10
"1405","forts",6,5
"1406","earthn",1,1
"1407","ware",2,2
"1408","ornament",9,9
"1409","clay",3,3
"1410","equally",23,19
"1411","delft",1,1
"1412","hats",3,3
"1413","shoes",3,3
"1414","houses",43,28
"1415","windows",4,4
"1416","wicker",1,1
"1417","rush",2,2
"1418","furniture",4,3
"1419","eplace",1,1
"1420","smiths",3,3
"1421","utensils",2,2
"1422","nephew",1,1
"1423","born",12,9
"1424","buried",8,8
"1425","executed",7,7
"1426","grown",6,6
"1427","christians",3,3
"1428","finished",3,3
"1429","thinks",2,2
"1430","farthest",1,1
"1431","lines",4,4
"1432","seldom",12,10
"1433","visited",13,13
"1434","farther",18,14
"1435","discovers",2,2
"1436","gum",2,1
"1437","arabic",1,1
"1438","veyr",1,1
"1439","expects",2,2
"1440","wonders",1,1
"1441","clothes",9,8
"1442","thinly",4,3
"1443","inhabited",5,5
"1444","stranger's",1,1
"1445","greenock.no",1,1
"1446","sir",71,47
"1447","expecting",1,1
"1448","remittance",1,1
"1449","hand",30,25
"1450","properly",13,12
"1451","cash",7,6
"1452","bills",14,12
"1453","accept",9,9
"1454","immediately",64,48
"1455","crop",7,5
"1456","bolls",0,0
"1457","eceeding",1,1
"1458","knowledge",35,24
"1459","loading",6,6
"1460","declared",17,16
"1461","interest",58,36
"1462","encourage",8,8
"1463","plantations",7,6
"1464","merchandize",8,5
"1465","considerably",6,6
"1466","lowered",4,4
"1467","duties",21,14
"1468","merchandize.they",1,1
"1469","sell",10,9
"1470","annually",12,10
"1471","son",53,27
"1472","suffice",3,3
"1473","necessity",16,14
"1474","circulating",3,3
"1475","paper",39,29
"1476","trading",11,7
"1477","prior",3,3
"1478","hall",18,13
"1479","noon",2,2
"1480","importance.glasgow",1,1
"1481","plymouth",7,6
"1482","echo",2,2
"1483","drew",5,5
"1484","sea",28,20
"1485","proceed",38,33
"1486","dispatch",5,4
"1487","yorkâ",2,2
"1488","acquaint",5,5
"1489","ports",20,12
"1490","salutary",5,5
"1491","reduce",3,3
"1492","utmost",12,11
"1493","anxiety",11,11
"1494","packet",9,8
"1495","agreebly",1,1
"1496","relieed",1,1
"1497","apprehensions",11,9
"1498","insurrections",3,2
"1499","martinique",5,4
"1500","confirmed",11,9
"1501","national",23,17
"1502","naturally",10,9
"1503","brings",7,7
"1504","tumult",1,1
"1505","bring",32,26
"1506","conspiracy",4,4
"1507","circumstance",22,21
"1508","accounted",2,2
"1509","communication",25,17
"1510","exists",9,9
"1511","season",26,21
"1512","mail",6,6
"1513","new-york",4,3
"1514","falmouth",2,2
"1515","sandwich",4,3
"1516","thirty-three",1,1
"1517","dominica",6,4
"1518","diabolical",1,1
"1519","design",13,13
"1520","discovered",24,17
"1521","insurrection",3,3
"1522","fire",44,24
"1523","pierre",4,3
"1524","confusion",8,7
"1525","striving",1,1
"1526","flames",7,6
"1527","butchered",1,1
"1528","indiscriminately",2,2
"1529","child.â",1,1
"1530","combustibles",2,2
"1531","consisting",27,23
"1532","dipped",1,1
"1533","turpentine",1,1
"1534","plot",4,3
"1535","negro",13,7
"1536","lady",22,15
"1537","stung",1,1
"1538","remorse",1,1
"1539","thinking",3,3
"1540","murder",16,15
"1541","disclosed",1,1
"1542","armed",20,17
"1543","hanger",1,1
"1544","knife",4,4
"1545","insturments",1,1
"1546","put",54,45
"1547","existence",8,8
"1548","afraid",6,6
"1549","attemp",1,1
"1550","release",1,1
"1551","gaol",3,3
"1552","living",24,19
"1553","worldto",1,1
"1554","printer.sir",1,1
"1555","month",20,18
"1556","remote",7,7
"1557","newspaper",8,5
"1558","ordering",4,3
"1559","papers",45,33
"1560","utter",2,2
"1561","astonishment",7,5
"1562","rustic",1,1
"1563","landlord",3,3
"1564","stuck",1,1
"1565","countryâ",3,3
"1566","knowing",4,4
"1567","passed",51,38
"1568","lapland",2,2
"1569","intending",3,3
"1570","dropped",2,2
"1571","talking",4,3
"1572","occurrences",1,1
"1573","knew",12,7
"1574","revolutions",1,1
"1575","fishwomen",1,1
"1576","battles",2,2
"1577","flanders",2,2
"1578","emperor",5,5
"1579","fighting",9,7
"1580","turks.but",1,1
"1581","distressingâ",1,1
"1582","meeting",73,30
"1583","inquired",3,2
"1584","cordially",2,2
"1585","eloped",2,2
"1586","kindly",2,2
"1587","sister",6,5
"1588","departed",8,6
"1589","fortnight",7,7
"1590","before.on",1,1
"1591","stir",2,2
"1592","viaticum",1,1
"1593","provided",41,29
"1594","remove",10,9
"1595","pace",3,3
"1596","fashionable",4,4
"1597","literary",5,5
"1598","worldâ",2,2
"1599","friends",32,22
"1600","wives",12,11
"1601","absconded.in",1,1
"1602","creedâ",1,1
"1603","travel",3,3
"1604","faith",10,9
"1605","fully",33,25
"1606","experienced",15,14
"1607","unpleasantness",1,1
"1608","againâ",2,2
"1609","noticeâ",1,1
"1610","hottentot",2,2
"1611","mine",4,4
"1612","invites",1,1
"1613","otherâ",2,2
"1614","him.dick",1,1
"1615","desperate",3,3
"1616","sect",4,4
"1617","shaking",4,2
"1618","quakers",9,5
"1619","america.in",2,2
"1620","jews",3,3
"1621","denomications",1,1
"1622","roman",2,2
"1623","catholics",2,2
"1624","lutherans",1,1
"1625","presbyterians",2,2
"1626","congregationalists",1,1
"1627","baptists",1,1
"1628","dunkers",1,1
"1629","moravians",1,1
"1630","deists",1,1
"1631","methodists",1,1
"1632","newlights",1,1
"1633","sandimanians",1,1
"1634","universalists",1,1
"1635","perform",13,12
"1636","religious",15,13
"1637","worship",11,6
"1638","accoridng",2,2
"1639","dictates",1,1
"1640","consciences.the",1,1
"1641","sects",1,1
"1642","sprang",1,1
"1643","elect",5,4
"1644","disciples",1,1
"1645","founders",4,2
"1646","mode",27,25
"1647","thousands",14,12
"1648","pretended",4,3
"1649","power",61,41
"1650","miracles",1,1
"1651","heal",1,1
"1652","cast",2,2
"1653","devils",2,2
"1654","languages.this",1,1
"1655","risided",1,1
"1656","north-westerly",2,2
"1657","tenets",11,11
"1658","there:â",1,1
"1659","rambled",1,1
"1660","promulgating",2,2
"1661","religion",11,10
"1662","gaining",4,4
"1663","proselytes",1,1
"1664","elsewhere:â",1,1
"1665","engrossed",1,1
"1666","kingdom",15,14
"1667","heaven",4,4
"1668","followers",4,4
"1669","seculsion",1,1
"1670","others.she",1,1
"1671","mission",4,4
"1672","heaven;â",1,1
"1673","pain",17,13
"1674","seventry-two",1,1
"1675","languages",3,3
"1676","conversed",2,2
"1677","lifeâ",2,2
"1678","true",28,24
"1679","apostles",2,1
"1680","her's",1,1
"1681","erectedâ",1,1
"1682","saved",16,15
"1683","confess",4,3
"1684","sins",2,1
"1685","parson",2,2
"1686","saved;â",1,1
"1687","gathered",1,1
"1688","hell",1,1
"1689","damned",2,2
"1690","ocntinually",1,1
"1691","making",48,41
"1692","intercession",1,1
"1693","salvation",1,1
"1694","occasion",49,39
"1695","tongues.those",1,1
"1696","entered",22,20
"1697","deliver",5,5
"1698","jewels",2,2
"1699","rings",1,1
"1700","necklaces",1,1
"1701","buckles",1,1
"1702","watches",1,1
"1703","fit.it",1,1
"1704","confessions",1,1
"1705","proved",18,15
"1706","beneficial",15,13
"1707","owned",2,2
"1708","stolen",4,4
"1709","innocent",3,2
"1710","persons.when",1,1
"1711","pretend",6,4
"1712","praise",6,5
"1713","singing",2,2
"1714","dancing",3,3
"1715","jumping",1,1
"1716","turning",2,2
"1717","round",41,26
"1718","tumbling",2,2
"1719","trembling",1,1
"1720","groaning",2,2
"1721","sighing",2,2
"1722","sobbing",1,1
"1723","preaching",2,2
"1724","praying",11,9
"1725","exhorting",1,1
"1726","clapping",1,1
"1727","hands",26,22
"1728","shouting",2,2
"1729","hallowing",1,1
"1730","screaming",1,1
"1731","hideous",1,1
"1732","noise",6,4
"1733","affrighten",1,1
"1734","spectators.they",1,1
"1735","dance",8,5
"1736","tired",2,2
"1737","praising",2,2
"1738","whipped",1,1
"1739","briskly",2,2
"1740","emaciated",1,1
"1741","young",74,47
"1742","grow",6,6
"1743","pale",1,1
"1744","ghosts",1,1
"1745","apparitions",1,1
"1746","deserters",5,4
"1747","church-yard",2,2
"1748","sailor's",1,1
"1749","phrase.they",1,1
"1750","eucharist",1,1
"1751","baptism",1,1
"1752","churchs",1,1
"1753","averse",5,5
"1754","wars",4,4
"1755","swearing",1,1
"1756","plain",11,11
"1757","language",14,14
"1758","cryâ",1,1
"1759","yea",2,2
"1760","nay",1,1
"1761","approve",2,2
"1762","tenets.at",1,1
"1763","times",34,25
"1764","hard",13,13
"1765","respective",13,12
"1766","occupations",2,2
"1767","careful",5,5
"1768","spent",6,5
"1769","idleness.they",1,1
"1770","correspondence",4,4
"1771","saints",1,1
"1772","angels",1,1
"1773","frequently",17,14
"1774","converse",2,2
"1775","spirits",9,9
"1776","friends.many",1,1
"1777","refuse",4,4
"1778","suppose",19,16
"1779","forty",11,10
"1780","mentioned",27,21
"1781","revelations",1,1
"1782","redeemed",1,1
"1783","defiled",1,1
"1784","women.they",1,1
"1785","partakers",1,1
"1786","resurrection",1,1
"1787","power.they",1,1
"1788","instrumental",4,4
"1789","music",7,4
"1790","churches",5,5
"1791","ceremonial",1,1
"1792","abolished;â",1,1
"1793","influence",16,13
"1794","holy",2,2
"1795","ghost",1,1
"1796","scripture",1,1
"1797","warrents",1,1
"1798","practice",11,11
"1799","a[?]â",1,1
"1800","sing",1,1
"1801","godâ",1,1
"1802","clap",1,1
"1803","people;â",1,1
"1804","shout",11,10
"1805","god;â",1,1
"1806","joyful",2,2
"1807","noise;â",1,1
"1808","fall",28,26
"1809","lords&c",1,1
"1810","arrives",2,2
"1811","roebuck",1,1
"1812","advices",9,8
"1813","maryland",4,4
"1814","manâ",1,1
"1815","uvre",1,1
"1816","rhode",3,3
"1817","oct",11,10
"1818","disturbances",3,3
"1819","abated",5,5
"1820","daily",10,10
"1821","gain",10,9
"1822","endeavoured",4,4
"1823","subalterns",2,2
"1824","oath",4,3
"1825","attachment",7,6
"1826","administered",1,1
"1827","major",31,19
"1828","declined",2,2
"1829","engaged",22,20
"1830","incensed",2,1
"1831","reply",5,5
"1832","reviled",1,1
"1833","opprobrious",1,1
"1834","terms",19,14
"1835","cane",1,1
"1836","frustrated",2,2
"1837","attempts",13,12
"1838","infantry",10,10
"1839","application",25,19
"1840","regiment",49,27
"1841","artillery",12,8
"1842","success",27,23
"1843","culverins",1,1
"1844","stationed",10,8
"1845","protection",13,11
"1846","used.driven",1,1
"1847","shift",1,1
"1848","suggested",15,12
"1849","expedient",18,14
"1850","recourse",5,5
"1851","colour",9,7
"1852","corps",14,7
"1853","dose",1,1
"1854","flattery",1,1
"1855","readily",5,4
"1856","caught",5,3
"1857","promised",5,5
"1858","thingâ",1,1
"1859","fears",3,3
"1860","concernâ",1,1
"1861","abandoned",8,8
"1862","him.the",1,1
"1863","humiliating",2,2
"1864","familiarities",1,1
"1865","descended",3,3
"1866","motley",1,1
"1867","rabble",1,1
"1868","disgusting",1,1
"1869","embraced",1,1
"1870","enfans",1,1
"1871","cher",1,1
"1872","amis",1,1
"1873","practised",5,5
"1874","dirty",6,4
"1875","condescensions",1,1
"1876","conversant",1,1
"1877","praise-worthy",1,1
"1878","art",5,4
"1879","cajoling",1,1
"1880","conception",3,3
"1881","of.the",2,2
"1882","insolenceâ",1,1
"1883","banditti",5,5
"1884","presumed",3,3
"1885","strike",5,4
"1886","grenadierâ",1,1
"1887","peoplâ",1,1
"1888","doughty",1,1
"1889","leader",1,1
"1890","trusty",1,1
"1891","defenders",1,1
"1892","fate",13,13
"1893","sput",1,1
"1894","confinement",3,3
"1895","beholding",1,1
"1896","prison",7,2
"1897","inspired",1,1
"1898","insolent",3,3
"1899","temerity",1,1
"1900","suspended",4,3
"1901","gibbet.the",1,1
"1902","confer",4,4
"1903","measures",37,26
"1904","deputies",3,3
"1905","chosen",7,6
"1906","deposed",3,2
"1907","commander",18,14
"1908","preside",1,1
"1909","tribunal.thus",1,1
"1910","matters",13,13
"1911","rumour",3,3
"1912","prevailed",10,10
"1913","marquis",5,5
"1914","bouillee",1,1
"1915","suffered",22,20
"1916","ingenious",2,2
"1917","method",10,10
"1918","planks",2,2
"1919","severed",1,1
"1920","pieces",15,13
"1921","cross-cut",1,1
"1922","sitting",5,4
"1923","multiplicity",2,2
"1924","likelihood",1,1
"1925","session's",1,1
"1926","closing",2,2
"1927","foreigners",6,5
"1928","sayof",1,1
"1929","commercial",27,17
"1930","arrangements",19,15
"1931","faavourable",1,1
"1932","undoubtedly",5,5
"1933","merchandise",2,2
"1934","discrimination",3,3
"1935","import",8,5
"1936","acts",16,13
"1937","footing",9,9
"1938","respect",33,21
"1939","lower",33,24
"1940","supplies",15,12
"1941","committee",75,30
"1942","dollars.accustomed",1,1
"1943","disappointment",7,6
"1944","hopes",12,12
"1945","improvement",20,18
"1946","politics",5,5
"1947","feel",18,17
"1948","reluctance",4,3
"1949","entertaining",3,3
"1950","sanguine",5,5
"1951","wishes",7,7
"1952","appearances",3,3
"1953","expecttion",1,1
"1954","deral",3,3
"1955","government's",1,1
"1956","acting",7,6
"1957","energy",12,12
"1958","respectability",5,5
"1959","animosities",3,3
"1960","created",7,7
"1961","contest",9,8
"1962","gradually",7,7
"1963","dying",3,3
"1964","idleness",3,3
"1965","dissipation",3,3
"1966","flowing",4,4
"1967","source",11,10
"1968","succeeded",19,17
"1969","progress",19,19
"1970","persevering",3,3
"1971","affords",10,8
"1972","presumption",1,1
"1973","concerned",5,5
"1974","deriving",1,1
"1975","advantage.throughout",1,1
"1976","president",31,13
"1977","esteemed",3,2
"1978","demonstrated",2,2
"1979","absurdity",1,1
"1980","democracy",1,1
"1981","superior",25,24
"1982","excellence",1,1
"1983","mix",2,2
"1984","deductions",1,1
"1985","premises",5,3
"1986","admitted",16,12
"1987","popular",7,6
"1988","aversion",1,1
"1989","monarchy",2,2
"1990","matures",1,1
"1991","quickly",4,4
"1992","transatlantic",1,1
"1993","surprise",25,22
